name,source,question,where,what,which,how,how_adj,why,place_names,place_types,objects,qualities,object_qualities,activities,situations,spatial_relationships
Han,GEOANALYTICAL,"What is the correlation between the aging population ratio and the aging population density in the Aichi prefecture, Japan",,,,,,,,,,,,,,
Han,GEOANALYTICAL,How has land use changed over the last 20 years,,,,,,,,,,,,,,
Han,GEOANALYTICAL,What is the dot density of rental units in Utrecht,,,,,,,,,,,,,,
Han,GEOANALYTICAL,What are the impact of land use and population density on seasonal surface water quality in the Wen-Rui Tang River watershed in China,,,,,,,,,,,,,,
Han,GEOANALYTICAL,Where are the hurricane and flooding areas in the past in the Houston-Galveston area,,,,,,,,,,,,,,
Han,GEOANALYTICAL,"What is annual indirect carbon emission from agricultural activities in Guangdong, South China",,,,,,,,,,,,,,
Han,GEOANALYTICAL,Where are freeways with 4 lanes in Netherlands,,,,,,,,,,,,,,
Han,GEOANALYTICAL,What is the quickest route for the ski bus to pick up 5 sets of customers scattered across the Happy Valley resort,,,,,,,,,,,,,,
Han,GEOANALYTICAL,"What are the sites suitable for metro stations in Karbala, Iraqi",,,,,,,,,,,,,,
Han,GEOANALYTICAL,What areas do have low precipitation and humidity in Spain,,,,,,,,,,,,,,
Han,GEOANALYTICAL,To what extent do socioeconomic characteristics of couples and selective migrations explain fertility variations between various residential contexts,,,,,,,,,,,,,,
Han,GEOANALYTICAL,Where are the high population growth regions in China from 1953 to 2000,,,,,,,,,,,,,,
Han,GEOANALYTICAL,What areas are not within conservation areas in UK,,,,,,,,,,,,,,
Han,GEOANALYTICAL,"What is the influence of the spatial distribution of neighborhood violent crime on fear of crime in East Baton Rouge Parish, US",,,,,,,,,,,,,,
Han,GEOANALYTICAL,"How to identify urban growth potential in the area Islamabad Zone IV of Islamabad, Pakistan",,,,,,,,,,,,,,
Han,GEOANALYTICAL,How to measure and monitor urban sprawl and carbon footprint in Phoenix metropolitan area,,,,,,,,,,,,,,
Han,GEOANALYTICAL,"What are the factors determining the potential for the occurrence of robberies in buses in Salvador, Brazil",,,,,,,,,,,,,,
Han,GEOANALYTICAL,Where is the longest ski piste in Happy Valley ski resort,,,,,,,,,,,,,,
Han,GEOANALYTICAL,What are the changes in spatial characteristics of the population in Leeds from 2010 to 2030,,,,,,,,,,,,,,
Han,GEOANALYTICAL,How does fertility vary between central cities and suburban areas in Britain,,,,,,,,,,,,,,
Han,GEOANALYTICAL,What areas are within half-mile distance from major highways in the Houston-Galveston area,,,,,,,,,,,,,,
Han,GEOANALYTICAL,where is the neighborhood that has the highest burglary rate in Amsterdam,,,,,,,,,,,,,,
Han,GEOANALYTICAL,"Are population change related to transport accessibility in Finland, 1990-2008",,,,,,,,,,,,,,
Han,GEOANALYTICAL,Where does the Fort Worth police department assign a specific task force to deal with the most dangerous crimes,,,,,,,,,,,,,,
Han,GEOANALYTICAL,Where is there flat land within 500 m of a major highway in the United Kingdom,,,,,,,,,,,,,,
Han,GEOANALYTICAL,What are the methods for modeling population,,,,,,,,,,,,,,
Han,GEOANALYTICAL,"How are economic activities clustered within the metropolitan area of Shenyang, China",,,,,,,,,,,,,,
Han,GEOANALYTICAL,"What is the conversion pattern of rural-urban land use in Nanjing, China from 2000 to 2004",,,,,,,,,,,,,,
Han,GEOANALYTICAL,"Within Riverside-San Bernardino, where are the areas with high population density but no health care facilities",,,,,,,,,,,,,,
Han,GEOANALYTICAL,To what extent does traffic congestion reduce because of expansion of A27,,,,,,,,,,,,,,
Han,GEOQA,How many pharmacies are in 200 meter radius of High Street in Oxford,,,,,,,,,,,,,,
Han,GEOQA,Which restaurants are at most 1km away from Big Ben,,,,,,,,,,,,,,
Han,GEOQA,How many mountains are there in Scotland,,,,,,,,,,,,,,
Han,GEOQA,Which football stadium has the biggest capacity in Ireland,,,,,,,,,,,,,,
Han,GEOQA,Is there an airport in Dublin,,,,,,,,,,,,,,
Han,GEOQA,In which part of England is Liverpool located,,,,,,,,,,,,,,
Han,GEOQA,Which mountains are in Scotland,,,,,,,,,,,,,,
Han,GEOQA,What is the distance between Liverpool and Glasgow,,,,,,,,,,,,,,
Han,GEOQA,Which counties of Ireland does River Shannon cross,,,,,,,,,,,,,,
Han,GEOQA,Is London south of Manchester,,,,,,,,,,,,,,
Han,GEOQA,Which bars are near Prince street in Edinburgh,,,,,,,,,,,,,,
Han,GEOQA,Is Cavan a county of Ireland,,,,,,,,,,,,,,
Han,GEOQA,What is the most populated city in the United Kingdom except London,,,,,,,,,,,,,,
Han,GEOQA,Which city of England is nearest to London,,,,,,,,,,,,,,
Han,GEOQA,Are there any rivers that cross both England and Wales,,,,,,,,,,,,,,
Han,GEOQA,Which colleges are in London,,,,,,,,,,,,,,
Han,GEOQA,Is there a park in Dublin near Grafton Street,,,,,,,,,,,,,,
Han,GEOQA,How many country councils are there in Ireland,,,,,,,,,,,,,,
Han,GEOQA,Which pubs in Dublin are near Guinness Brewery,,,,,,,,,,,,,,
Han,GEOQA,Is there a forest near Manchester,,,,,,,,,,,,,,
Han,GEOQA,Which city council includes Dublin,,,,,,,,,,,,,,
Han,GEOQA,Which rivers are in Great Britain,,,,,,,,,,,,,,
Han,GEOQA,Is there a museum at most 1km from Liverpool,,,,,,,,,,,,,,
Han,GEOQA,Is the county of Antrim bigger than the county of Armagh,,,,,,,,,,,,,,
Han,GEOQA,Which mountains in Scotland have height more than 1000 meters,,,,,,,,,,,,,,
Han,GEOQA,Which is the highest mountain in Ireland,,,,,,,,,,,,,,
Han,GEOQA,Which towns of England have at least two hospitals,,,,,,,,,,,,,,
Han,GEOQA,Which hotels are in England capital,,,,,,,,,,,,,,
Han,GEOQA,Is there a mountain in the county of Greater Manchester taller than 1300 meters above sea level,,,,,,,,,,,,,,
Han,GEOQA,Where is the closest market to Elephant and Castle underground station,,,,,,,,,,,,,,
Han,GEOQA,Which is the longest river in Scotland,,,,,,,,,,,,,,
Han,GEOQA,Which is the biggest county council in the Republic of Ireland,,,,,,,,,,,,,,
Han,GEOQA,How many cities does Merseyside have,,,,,,,,,,,,,,
Han,GEOQA,Is there any airfield in Wellesbourne village in England,,,,,,,,,,,,,,
Han,GEOQA,Which rivers discharge into the Solway Firth,,,,,,,,,,,,,,
Han,GEOQA,What is the longest bridge in Scotland,,,,,,,,,,,,,,
Han,GEOQA,Which countries border Wales,,,,,,,,,,,,,,
Han,GEOQA,Is there a mountain within 20km of Cheshire,,,,,,,,,,,,,,
Han,GEOQA,Is Somerset west of Westmorland,,,,,,,,,,,,,,
Han,GEOQA,Where is Tower Bridge located,,,,,,,,,,,,,,
Han,GEOQA,Which Welsh district has the most adjacent Welsh districts,,,,,,,,,,,,,,
Han,GEOQA,Where is the nearest gas station to St. Peter Square in Manchester,,,,,,,,,,,,,,
Han,GEOQA,Which hotel is the nearest to Old Trafford Stadium in Manchester,,,,,,,,,,,,,,
Han,GEOQA,Which is the largest lake in England,,,,,,,,,,,,,,
Han,GEOQA,Which are the non-metropolitan counties of England,,,,,,,,,,,,,,
Han,GEOQA,Are there any lakes in Scotland,,,,,,,,,,,,,,
Han,GEOQA,Is there a county of England that borders the Isle of Wight,,,,,,,,,,,,,,
Han,GEOQA,Where is Nelson Column located,,,,,,,,,,,,,,
Han,GEOQA,Are the cities that River Thames crosses more than 10,,,,,,,,,,,,,,
Han,GEOQA,Does Everton FC plays in Liverpool,,,,,,,,,,,,,,
Han,MSMARCO,where is Dalsland,,,,,,,,,,,,,,
Han,MSMARCO,where did Mark Twain live in Europe,,,,,,,,,,,,,,
Han,MSMARCO,where is sunrise senior living located in Crestwood New York,,,,,,,,,,,,,,
Han,MSMARCO,where are Black Mountains in Arizona,,,,,,,,,,,,,,
Han,MSMARCO,what county is Harlem New York in,,,,,,,,,,,,,,
Han,MSMARCO,where is Prague 1,,,,,,,,,,,,,,
Han,MSMARCO,what county is Lewisport Kentucky,,,,,,,,,,,,,,
Han,MSMARCO,where does michael Schumacher live,,,,,,,,,,,,,,
Han,MSMARCO,where is the origin of river Sindhu,,,,,,,,,,,,,,
Han,MSMARCO,what county is Crawfordville Florida,,,,,,,,,,,,,,
Han,MSMARCO,where is french Guiana,,,,,,,,,,,,,,
Han,MSMARCO,where is Lima Texas,,,,,,,,,,,,,,
Han,MSMARCO,what region number is Detroit Michigan,,,,,,,,,,,,,,
Han,MSMARCO,what exit is Ocean City off the gsp New Jersey,,,,,,,,,,,,,,
Han,MSMARCO,where is Burkeville Virginia,,,,,,,,,,,,,,
Han,MSMARCO,where did the brown tree snake enter the United States,,,,,,,,,,,,,,
Han,MSMARCO,where is the stage door at The Savoy theatre London,,,,,,,,,,,,,,
Han,MSMARCO,where is Rocky Mount North Carolina,,,,,,,,,,,,,,
Han,MSMARCO,where are the Boise Mountains,,,,,,,,,,,,,,
Han,MSMARCO,what county is Shandaken in,,,,,,,,,,,,,,
Han,MSMARCO,what county for Cheney Washington,,,,,,,,,,,,,,
Han,MSMARCO,where is the shroud of Turin,,,,,,,,,,,,,,
Han,MSMARCO,where does the Coral Reef run in Mexico,,,,,,,,,,,,,,
Han,MSMARCO,where to find the secret password in Misao,,,,,,,,,,,,,,
Han,MSMARCO,where is Ashland Missouri,,,,,,,,,,,,,,
Han,MSMARCO,where is Heinz Ketchup manufactured,,,,,,,,,,,,,,
Han,MSMARCO,where did the name DesRosiers derive from,,,,,,,,,,,,,,
Han,MSMARCO,where is St  Marie Island,,,,,,,,,,,,,,
Han,MSMARCO,which county is henderson Tennessee in,,,,,,,,,,,,,,
Han,MSMARCO,what county is Cottageville South Carolina,,,,,,,,,,,,,,
Han,MSMARCO,where is Buckingham,,,,,,,,,,,,,,
Han,MSMARCO,what is the capital city of Shikoku,,,,,,,,,,,,,,
Han,MSMARCO,what town is Taft Texas near,,,,,,,,,,,,,,
Han,MSMARCO,in what county is St Paul Missouri,,,,,,,,,,,,,,
Han,MSMARCO,what county is Daly City California in,,,,,,,,,,,,,,
Han,MSMARCO,what continent is Monument Valley National Park in,,,,,,,,,,,,,,
Han,MSMARCO,what county is springfield South Dakota,,,,,,,,,,,,,,
Han,MSMARCO,what sort of island are the Canaries geographically,,,,,,,,,,,,,,
Han,MSMARCO,what city is Big Creek Oregon,,,,,,,,,,,,,,
Han,MSMARCO,where is the Colorado Railroad Museum,,,,,,,,,,,,,,
Han,MSMARCO,where is Meadowville located,,,,,,,,,,,,,,
Han,MSMARCO,where is Tbilisi Georgia,,,,,,,,,,,,,,
Han,MSMARCO,where is Oak Creek Wisconsin,,,,,,,,,,,,,,
Han,MSMARCO,what airport to get to Destin Florida,,,,,,,,,,,,,,
Han,MSMARCO,where is Padre Island Texas,,,,,,,,,,,,,,
Han,MSMARCO,where are the kelly  s from in Ireland,,,,,,,,,,,,,,
Han,MSMARCO,where is Elkwood Virginia,,,,,,,,,,,,,,
Han,MSMARCO,where is Huntersville North Carolina,,,,,,,,,,,,,,
Han,MSMARCO,what county is Alameda California,,,,,,,,,,,,,,
Han,MSMARCO,where is Neah Bay Washington,,,,,,,,,,,,,,
