name,source,question,where,what,which,how,how_adj,why,place_names,place_types,objects,qualities,object_qualities,activities,situations,spatial_relationships
Haiqi,GEOANALYTICAL,"What are the activity patterns of different employment groups like full-time employment, part-time employment, unemployed and homemaker in Tampa Bay Region, Florida",,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,Which areas are not serviced by libraries in Oleander,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,Where is a suitable place to open an office that is nearest to their best customers,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,What is the effect of scale when analysing accessibility and its effects on population change,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,Where are the clusterings of low-income household in Netherlands,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,How can future crop yields be predicted,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,How can the main center and sub-centers of a polycentric city be identified based on nighttime light imagery and social media data,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,How did a river delta spread over time,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,What is a quite zone around a hospital that should be enforced by police,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,"To what extent are there regional differences in population distribution in the Yunnan province, China",,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,What is the destination density for cyclists in the Metro Vancouver region of Canada,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,Where are the luxury hotels with more than 20 bedrooms in Happy Valley ski resort,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,What are the moving trends of students in Leeds from 2010 to 2030,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,What is the pattern of public spending in areas where the majority of residents are African American,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,What is the accessibility of sexual and reproductive health (SRH) services in rural Mozambique,,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,"For a neighborhood, how did the crime rate change from last year to this year in Amsterdam",,,,,,,,,,,,,,
Haiqi,GEOANALYTICAL,"What is the spatial accessibility to public buses, trams, and trains from points of interests in Melbourne, Australia",,,,,,,,,,,,,,
Haiqi,GEOQA,Which museums are within 3km of Saint George hotel in London,,,,,,,,,,,,,,
Haiqi,GEOQA,Which castles are in the Highland council area of Scotland,,,,,,,,,,,,,,
Haiqi,GEOQA,Which is the closest airport to London,,,,,,,,,,,,,,
Haiqi,GEOQA,Which theaters are near Trafalgar Square,,,,,,,,,,,,,,
Haiqi,GEOQA,Where is Emirates Stadium located,,,,,,,,,,,,,,
Haiqi,GEOQA,Is the monument of the Great Fire of London east of King WIlliam Street,,,,,,,,,,,,,,
Haiqi,GEOQA,Which are the metropolitan counties of England,,,,,,,,,,,,,,
Haiqi,GEOQA,Which is the largest county of England,,,,,,,,,,,,,,
Haiqi,GEOQA,Is Liverpool part of Scotland,,,,,,,,,,,,,,
Haiqi,GEOQA,Which pubs in Liverpool are near Anfield stadium,,,,,,,,,,,,,,
Haiqi,GEOQA,Which is the highest building in London,,,,,,,,,,,,,,
Haiqi,GEOQA,Which restaurants are near Stonehenge,,,,,,,,,,,,,,
Haiqi,GEOQA,What is the name of the river that flows under the Queensway Bridge in Liverpool,,,,,,,,,,,,,,
Haiqi,GEOQA,"Are there more than 10 districts in Hampshire, England",,,,,,,,,,,,,,
Haiqi,GEOQA,Is England part of the United Kingdom ,,,,,,,,,,,,,,
Haiqi,GEOQA,Does the county of Durham border Essex,,,,,,,,,,,,,,
Haiqi,GEOQA,What is the elevation of the most elevated spot in county Down,,,,,,,,,,,,,,
Haiqi,GEOQA,Which hotels in Manchester are near Wharfside Way,,,,,,,,,,,,,,
Haiqi,GEOQA,Which medieval castles are in Scotland,,,,,,,,,,,,,,
Haiqi,GEOQA,Which county of England occupies the largest area,,,,,,,,,,,,,,
Haiqi,GEOQA,"Which are the main railway stations in Glasgow, Scotland",,,,,,,,,,,,,,
Haiqi,GEOQA,Is there an aerodrome in Essex,,,,,,,,,,,,,,
Haiqi,GEOQA,Is there a car park at most 1km from Waterloo Bridge,,,,,,,,,,,,,,
Haiqi,GEOQA,How many are the counties of England,,,,,,,,,,,,,,
Haiqi,GEOQA,Which Greek restaurants in London are near Wembley stadium,,,,,,,,,,,,,,
Haiqi,GEOQA,Which is the largest lake by area in Great Britain,,,,,,,,,,,,,,
Haiqi,GEOQA,What is the area of county Chesire,,,,,,,,,,,,,,
Haiqi,GEOQA,Which is the smallest lake in Scotland,,,,,,,,,,,,,,
Haiqi,GEOQA,Which hospitals are close to Stirling Castle,,,,,,,,,,,,,,
Haiqi,GEOQA,Is there a Modern Art Museum in London,,,,,,,,,,,,,,
Haiqi,GEOQA,Is there a forest in Lancashire north of Burnley,,,,,,,,,,,,,,
Haiqi,GEOQA,What the name of the river that runs through London,,,,,,,,,,,,,,
Haiqi,GEOQA,Which airports are in London,,,,,,,,,,,,,,
Haiqi,GEOQA,Is there a river in Ireland that crosses more than 3 cities,,,,,,,,,,,,,,
Haiqi,GEOQA,Where is a car park near Big Ben,,,,,,,,,,,,,,
Haiqi,GEOQA,Which hospitals in Liverpool are near Abercromby Square,,,,,,,,,,,,,,
Haiqi,GEOQA,Is Alnwick Castle in Scotland,,,,,,,,,,,,,,
Haiqi,GEOQA,Which aerodromes are at most 50km from London,,,,,,,,,,,,,,
Haiqi,GEOQA,In which city is Big Ben located,,,,,,,,,,,,,,
Haiqi,GEOQA,Which art museums are at most 1km from Charlotte Square in Edinburgh,,,,,,,,,,,,,,
Haiqi,GEOQA,How many districts does Northern Ireland have,,,,,,,,,,,,,,
Haiqi,GEOQA,Is there a river that crosses Manchester,,,,,,,,,,,,,,
Haiqi,GEOQA,Which lakes are in Ireland,,,,,,,,,,,,,,
Haiqi,GEOQA,Which aerodrome is in Essex,,,,,,,,,,,,,,
Haiqi,GEOQA,What historical monuments are there in London,,,,,,,,,,,,,,
Haiqi,GEOQA,Which car park is closest to a bridge on river Exe,,,,,,,,,,,,,,
Haiqi,GEOQA,Is there a river that crosses county Greater Manchester,,,,,,,,,,,,,,
Haiqi,GEOQA,Which is the largest royal borough of London,,,,,,,,,,,,,,
Haiqi,GEOQA,Which universities are in county Essex,,,,,,,,,,,,,,
Haiqi,GEOQA,How many hospitals are there in Oxford,,,,,,,,,,,,,,
Haiqi,MSMARCO,what district is Fresno in,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is lafayette California in,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is Kapolei,,,,,,,,,,,,,,
Haiqi,MSMARCO,which airport is near Puerto Viejo,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Greer,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is western Governors university in Texas,,,,,,,,,,,,,,
Haiqi,MSMARCO,what castle is in china Disneyland,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is Kala located,,,,,,,,,,,,,,
Haiqi,MSMARCO,what bay is Aberdeen Proving Ground near,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Bullard Texas,,,,,,,,,,,,,,
Haiqi,MSMARCO,what area make up eastern North Carolina,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Hackensack,,,,,,,,,,,,,,
Haiqi,MSMARCO,what foreign nations colonized in Africa,,,,,,,,,,,,,,
Haiqi,MSMARCO,what airport is near Lee University,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Lowden Iowa,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is Suffolk Virginia,,,,,,,,,,,,,,
Haiqi,MSMARCO,where does senator McCain live,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Hockessin Delaware located in,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Hillman Minnesota,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is the roman Colosseum,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is the rover pipeline in Tecumseh Michigan,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is Lake Havasu Arizona located,,,,,,,,,,,,,,
Haiqi,MSMARCO,where to get daily dungeon Eso,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Waverly Minnesota,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Chesterfield in,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is the element by Westin hotel in Dallas,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is anaheim California in,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is Geduld,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Edwardsburg Michigan in,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is Jacksboro,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is ocean Isle North Carolina,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is market basket in Omaha Nebraska,,,,,,,,,,,,,,
Haiqi,MSMARCO,which county is Big Sur California,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is North Ryde Australia,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Ottumwa Iowa in,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is Temara,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is Pirtle Oklahoma,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is st ann Jamaica,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Menasha Wisconsin in,,,,,,,,,,,,,,
Haiqi,MSMARCO,what continent is Philippines on,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is the Persian Gulf located,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is Abbeyleix,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Arrey New Mexico in,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Setauket New York located in,,,,,,,,,,,,,,
Haiqi,MSMARCO,where is Upham North Dakota,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Salem Nebraska in,,,,,,,,,,,,,,
Haiqi,MSMARCO,which State Park is near warren Dunes,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Vail Colorado,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Lynwood,,,,,,,,,,,,,,
Haiqi,MSMARCO,what county is Quartz Hill California in,,,,,,,,,,,,,,
